text,Congestion,Customer_interface,Delay,Miscellaneous,Not_applicable,Personnel_attitude,Physical_accessibility,Pricing,Refusal_cancellation_refund,Safety,Unavailability_inadequacy,Vehicle_utility_condition
@USER @USER @USER @USER Travelling from Delhi to bhopal Train no 12214 Duranto No food serve have to buy it from irctc train attendent and they give me total uncook food packet totally raw food is totally uneatable HTTPURL,0,0,0,0,0,0,0,0,0,0,0,1
"Train no 19338 delhi to indore , pathetic condition no water no Beddings in A1 coach , attendant and TT unable to answer ! Toilets in dirty condition . At this time from where to get beddings ! 98268 22222 dharmesh goyal",0,0,0,0,0,0,0,0,0,0,0,1
@USER @USER my friend has taken the ola intercity ride from rohtak to Delhi. Cab driver stopped the car at gas station in mid-way. He threatened him and took the full amount (1000) + 125 extra.He was Unable to connect ola support. Please help. CRN: 7162365427,0,0,0,0,0,1,0,0,0,0,0,0
This is an open letter to tell people not to make any booking through @USER I had booked Delhi to Darbhanga bus 15 days ago through booked two tickets in AC bus but I was provided non AC bus The bus reached the 6 hours late @USER @USER @USER @USER HTTPURL,0,0,1,0,0,0,0,0,0,0,0,1
"Bus operator saying your ticket not confirmed, bus is moving to delhi. Pls help. I need to reach urgent delhi HTTPURL",0,0,0,1,0,0,1,0,0,0,0,0
@USER City has changed. Even the auto/taxi drivers have become very rude. Becoming the new Delhi,0,0,0,0,0,1,0,0,0,0,0,0
"@USER @USER On March 11, 2023, I went towards the ride book and the driver went far ahead of my locationand called and said that he had come ahead, then I canceled that ride and 50 rupees were deducted from Ola's side, while the mistake was of your driver. Pls refund it.",0,0,0,0,0,0,0,0,1,0,0,0
"@USER , I can say you are the one of the worst and chor cab company, I came delhi airport terminal 2 ,00:56 in emergency case- your cab driver frequently dined and cancelled the ride and #ola deducted the cancellation changes from my account.@USER cancel the license. HTTPURL",0,0,0,0,0,1,0,0,1,0,0,0
@USER Last night when I booked delhi cantt sai cab kr cab the driver asked for more fare or said he can't take you or you have to pay extra still I got fined of uber,0,0,0,0,0,0,0,1,0,0,0,0
@USER @USER @USER @USER @USER first tell me why my rides are not visible to me in my app? And one more thing when there was amount of 1140 in my postpaid account then hw thr was outstanding of 360/- and whr those 1140 goes? HTTPURL,0,1,0,0,0,0,0,1,0,0,0,0
@USER @USER need to mention whether the cab booked is CNG or Petrol/Diesel. CNG cabs don't have any bootspace which is very frustrating. Like where are we supposed to put our luggage? We have to get a bigger cab only to put luggage on seat in cities like Delhi.,0,0,0,1,0,0,1,0,0,0,0,0
@USER on 9th February I Entered Delhi Airport Ter 1 #DelhiMetro station at 11:05 P.M. train arrived at 11:20pm at hauzkhas I made interchange and next train only arrived at 24:00 hrs for Malviya nagar. Yet I was charged overstay . Is there any justification for same 1/2 HTTPURL,0,0,1,0,0,0,0,1,0,0,0,0
@USER Uber stole Rs. 71 from me while I was booking a cab from T1 Airport Delhi. The worst part is that there is no customer care available to raise the concern. Ola is way better in terms of the support at least.,0,0,0,0,0,0,0,1,0,1,0,0
"@USER @USER I made bus booking from Delhi to Manali which is cancel by the traveller without any information,after reaching at pick up point he informed me that bus has been cancelled,I haven't received refund of that ticket and also they haven't provide me any alter HTTPURL",0,1,0,0,0,1,0,0,0,0,0,0
@USER i m writing to highlight the excess charges for my last night ride . I booked a cab from IHC Lodhi road to Dwarka sec 11 New Delhi around 12 mid night. The app showed approximately rs 350 for my trip But i was asked to pay Rs 1196 also showing wrong route n driver,0,0,0,0,0,0,0,1,0,0,0,0
"See the condition of cab being deployed by @USER no side mirror, no backlight, low tyre pressure, no fuel, filthy condition. booked this from Delhi airport on 24-Feb. @USER it seems that passenger’s safety is Ola’s least priority @USER @USER @USER #ola #cab HTTPURL",0,0,0,0,0,0,0,0,0,1,0,1
@USER Today my sister is traveling from Gorakhpur to Delhi. I booked bus ticket from HTTPURL . Bus staff deny to provide bedroll and water bottle . please resolve issue HTTPURL,0,0,0,0,0,1,0,0,0,0,0,0
@USER @USER I booked Ola for my parents which was a round trip from New delhi to Bhiwadi considering it a safe option… but the driver forced to stop the trip midway saying only half charges will be applicable and took the whole money from my parents.. #FraudOla HTTPURL,0,0,0,0,0,1,0,1,0,0,0,0
This bus is from gola bus services and in collab with redbus Gorakhpur to Delhi.bus is damaged from front but instead of replacing or returning the ticket fare they are forcing passengers to go by this bus. #passengerssafety Sir @USER @USER @USER @USER HTTPURL,0,0,0,0,0,0,0,0,1,0,0,1
"An @USER bike rider threatened a woman in Outer Delhi's Paschim Vihar, demanded 800 Rs extra, and ran away with her parcel Concerned PS is Meanwali Nagar A PCR call was made but nothing happened, @USER @USER @USER",0,0,0,0,0,1,0,0,0,1,0,0
@USER I am Travelling on DL1PC8736 Aiims to Kapashera. Bus is full of passengers. I want to know it is official reserved two seat for Conductor? HTTPURL,1,0,0,0,0,0,0,0,0,0,0,0
@USER @USER @USER @USER @USER p.s. 3-4 people were already there and crossing the service lane smoothly. But the bus driver had something else in his mind.,0,0,0,1,0,1,0,0,0,1,0,0
"@USER @USER Problems Problems in @USER Drivers keep canceling the ride, and extra charges are to be paid by us(customers), time waste in hours .....",0,0,1,0,0,0,0,1,0,0,0,0
@USER DL51GD4016 DTC ELECTRIC BUS AC IS NOT WORKING. PLEASE CHECK,0,0,0,0,0,0,0,0,0,0,0,1
Dear @USER @USER I booked a cab from Gurgaon to noida on 29nov22. After failing Upi app I gave cash to the driver which was 724. And still showing your payment is pending.@USER service told me I couldn't do that on this issue because your issue is more than one month. HTTPURL,0,1,0,0,0,0,0,1,0,0,0,0
@USER so disappointed with your service!this is my first time booking air india and it definitely the last!flight from Delhi-Riyadh and when i arrive to the airport they say the flight was yesterday? You send an email in the morning with my flight information which is today HTTPURL,0,1,0,0,0,0,0,0,1,0,0,0
1/3: Disappointed with the lack of customer service from @USER Despite being assured that we would be reimbursed for our visa fees after missing our connecting flight due to a 25-minute delay on our flight from Delhi to Istanbul...,0,1,1,0,0,0,0,0,1,0,0,0
Flight no G8 197 Go Air #goa to #Delhi which was scheduled to depart from Goa at 12:35 am is still at Goa Airport with all the passengers in flight. No info is given and still awaiting in flight at Goa. At least give some info. Passengers r smelling so…HTTPURL,0,1,1,0,0,0,0,0,0,0,0,0
"The return flight from Newark to Hyderabad was also cancelled, and the passengers were rerouted to Mumbai instead of Delhi. The flight from Mumbai to HyD was scheduled after an 8-hour wait. My parents and my aunt are 60+ years had a horrible experience during both journeys.",0,0,1,0,0,0,0,0,1,0,0,0
"@USER flight 187 from Delhi to toronto canceled on 16 march but no information given, no hotel, no pick up. What a hell?",0,1,0,0,0,0,0,0,1,0,0,0
I came to Delhi today and the flight was horrible,0,0,0,1,0,0,0,0,0,0,0,0
"""The flight is over 22 hours late and we are still at the airport. There is nobody to guide us. The airline staff are hardly informing anything. We don't know when we will be able to reach #Delhi,"" said Gopal Krishan Solanki who was waiting for information about the flight.",0,1,1,0,0,0,0,0,0,0,0,0
"@USER hey, There is no exit in the way between new delhi metro station and new delhi airport line, has to exit from new delhi airport metro station. Earlier it used to be there near lift but now barrigades are there. Its my request to allow exit as entry is also there.",0,0,0,1,0,0,0,0,0,0,0,0
Dear @USER the metro feeder buses that are being running in different locations of Delhi why metro cards don't work in their ticket machines why the conductors only give excuses regarding that.,0,1,0,1,0,0,0,0,0,0,0,0
The air India flight AI995 from Delhi to Dubai has been delayed for 11:30 hours and the staff of air India at Delhi airport are so very bad they just made us sit at one place for more than 4 hours never going to travel wiht air India ever in my life @USER @USER,0,0,1,0,0,0,0,0,0,0,0,0
"@USER @USER i can show you every roads in delhi have pothholes, not in good condition, traffic jam, and we living life hell, metro rush, no new hospital,no new school. I am delhi person stayed here since I born. @USER atleast work and make things. But @USER didn't",1,0,0,1,0,0,1,0,0,0,0,0
This is the footpath leading to chirag delhi metro gate number 4 ...all filled with cuttings of tree branches..major rush in this road due to flyover repair...no place to walk... people have to navigate through traffic jam...very pathetic condition..need immediate removal HTTPURL,1,0,0,0,0,0,1,0,0,0,0,0
"@USER @USER @USER the entrance to Jangpura Extension 110014 metro stn road is pathetic. Thr are cows, endless patches of garbage, malba dumping. What are you guys doing?? Is anybody answerable. Countless complaints have been made by residents on the mcd311 app.",0,0,0,0,0,0,1,0,0,0,0,0
"@USER @USER The problem with the current public transport is unreliable (except Delhi metro) but the last mile connectivity is still a pain. In my case, the bus stand for the local bus is around 2 km There is no time table available for reliable bus tracking (where is my bus).",0,0,0,0,0,0,1,0,0,0,1,0
"@USER I deeply regret to see that , pregnant women denied seats in delhi metro . Women refusing to offer a seat to a heavily pregnant HTTPURL is shameful to see the inhuman attitude of metro travellers. #seatforpregnantwomenindelhimetro",0,0,0,0,0,1,0,0,0,0,0,0
@USER @USER this was the flight from Chicago to Delhi scheduled to depart from Chicago at 1:30 PM and was delayed multiple times and then canceled,0,0,1,0,0,0,0,0,1,0,0,0
@USER flight 6E-5607 Delhi Jammu was suppose to be taking off at 7.20 and even after the 30 mins… There is still no take off… reason is that one of the captain has still not boarded the flight.. This is ridiculous. @USER @USER,0,0,1,0,0,0,0,0,0,0,0,0
Delhi airport is a mess only queues taxi gates security all queues what they want we should reach one day before to catch flight,1,0,0,1,0,0,0,0,0,0,0,0
"@USER It is so shameful that passangers had only 1 toilet available for a 16 Hours long flight from New Delhi to JFK, New York. Someone really needs to take this matter seriously, as passangers were waiting for such a long time.",0,0,0,0,0,0,0,0,0,0,0,1
@USER I had flight to delhi at 22.15 I rechd airport at 21.10 n der ws passenger fightin at d counter. all staff was busy solving that query. At 21.20 the person says u can't board in as countr closed 60 min. Nw they're nt even givn me another flight #Indigo #helpless #help,0,1,0,0,0,1,0,0,1,0,0,0
@USER I am on a flight to delhi where your crew has manhandled my handbag which has caused me a lot of inconvenience-When I told the cabin crew she gave me her name and employee number and said go ahead and complain to whoever the ‘hell’ you want! Yuck @USER,0,0,0,0,0,1,0,0,0,0,0,0
@USER 12 march Delhi to Bangalore 5min delay and they close our window and ask for charges for rescheduling they take 3250 rs . Now reschedule ticket 14 march flight delayed 3 hour due to operational reason now go air pay the amount to all passengers as they taken. HTTPURL,0,0,1,0,0,0,0,1,1,0,0,0
"With closure of NH - 48 and Chirag Delhi Flyover both me &amp; my better half are going to be stuck up in traffic for an additional 1 hr either side, everyday. Living in metro city means compromising &amp; diminishing the quality of life on daily basis. Multifactorial.",1,0,1,0,0,0,0,0,0,0,0,0
@USER Why I haven't got the call from your manager.... its not easy to get away with things like that.. flights do get delayed but AI informed us after the start of tweet fight and my calls to your CC. My cabs from my home to yvr and from New Delhi to jalandhar were booked,0,1,1,0,0,0,0,0,0,0,0,0
@USER @USER what’s up with your driver partners?? Pathetic service in Delhi! They ask the drop location and cancel the ride. How does one commute?,0,0,0,0,0,0,0,0,1,0,0,0
"Hi @USER @USER @USER @USER Today I booked a uber go for my brother for new Delhi railway station, but driver took longer route without informing my brother and in the end of trip fare was showing 575.95 rupees, but while booking trip it was showing 318.37",0,0,0,0,0,1,0,1,0,0,0,0
@USER flight 6E2487 boarding bus on Tarmac without AC for more than 30 minutes in delhi heat .. complaining does not help @USER pls help ..#India HTTPURL,0,0,0,0,0,0,0,0,0,0,0,1
What a fraud system. The cab picked me up from Gurgaon Railway station that too outside from the parking. The fair was showing Rs. 107 till drop off. But I had to pay Rs. 357. How the Gurgaon Railway station became Delhi Airport? Please clarify @USER HTTPURL,0,0,0,0,0,0,0,1,0,0,0,0
What's wrong with #DTC #buses People of #narela is facing alot of issues with dtc buses as there is no bus prior 5:35 for old Delhi or through which people can reach to metro station I request to #Kejriwal #Delhi #DTC to check the schedule once and arrange buses regards this.,0,0,0,0,0,0,0,0,0,0,1,0
"Traveling to New delhi to siliguri in train number 04076, no electricity in coaches charging sockets are down too for whole day. Such a great experience 😥.Thanks to indain railway. HTTPURL",0,0,0,0,0,0,0,0,0,0,0,1
@USER @USER Delhi auto walla were never taking meter fares even when metro wasnt there. The culture itself in Delhi is poor,0,0,0,0,0,1,0,0,0,0,0,1
@USER @USER @USER Most of the bus going towards Nizamuddin Railway Station from Mathura Road takes the sharp turn very fast at Jangpura-B residential colony. They turn like racing on the colony road. Please construct some speed breaker to avoid mishapening.,0,0,0,1,0,1,0,0,0,1,0,0
Arjan garh delhi metro station red light fully occupied with taxi rowdies they are fighting everday with local people &amp; they r not allowing any1 to drive safely.They r not following the signals plz do sumthing. @USER @USER @USER @USER @USER,1,0,0,1,0,1,0,0,0,1,0,0
Delhi metro in afternoon sucks😑,0,0,0,1,0,0,0,0,0,0,0,0
"Today near Vishwavidyala metro station a DTC bus no: DL1PD5972 crosses with very high speed in service lane. It was about to hit me badly, I somehow managed to escape. @USER @USER @USER @USER @USER #lifeisnotpreciousforthem",0,0,0,1,0,0,0,0,0,1,0,0
"Hello @USER This is a public toilet at Karkardooma Metro Station of Delhi Metro which is on Pink Line. The condition of this toilet complex is such that the urinal is floating on the floor itself. And this is paid toilet, do we pay facility fee for this? HTTPURL",0,0,0,1,0,0,0,0,0,0,0,0
"""Traveling from Gorakhpur to Delhi-Mumbai is a struggle as confirmed train tickets are not available. Waiting lists are long, Tatkal tickets are scarce, and special trains are not helping. #Railway #Travel #WaitingList #India"" HTTPURL",0,1,0,0,0,0,0,0,0,0,1,0
Just reached Delhi and I realised that metro waits in station longer than Mumbai.,0,0,1,0,0,0,0,0,0,0,0,0
#AshwaniVaishnav #Railway minister I'm Praveen Chaturvedi traveling fm Raipur to new delhi by rajdhani express train no 12441 in B9 birth no 29 PNR no 6616333805 today morning we are not getting tea water train also running 2.30 hrs late.plz do something.,0,0,1,0,0,0,0,0,0,0,0,1
"@USER @USER New Delhi railway station, paharganj side elevator and escalators were not working! Train 12011 on time but hygiene of the inside was far from any good hygiene practices.",0,0,0,1,0,0,0,0,0,0,0,0
@USER @USER @USER @USER @USER Sir please allow stopes at Nangloi Station Delhi of Train No 20409/20410 due to non stop so many students &amp; daily passenger are facing huge problem so please amended your policy in favor of public interest please,0,0,0,1,0,0,0,0,0,0,0,0
@USER @USER We traveled through airindia on Nov from Delhi to Canada they did not even provide sheets and pillows I had my 10 month old n 5 yr old with me thankgod i had kept there blankets on hand while boarding nothing got served during the first half of flight Screens were broken.,0,0,0,0,0,0,0,0,0,0,0,1
"Actually #TSRTC bus drivers needs a training, how to follow traffic rules, I saw several times the @USER buses jumping or breaking the traffic signals in #Hyderabad . If a big vehicles jumps the signals, dangerous for small vehicles.",0,0,0,1,0,1,0,0,0,1,0,0
"Lunch time is not a excuse Not all 4 Buses staff has to be away For people who finish the shifts, 2 PM is ideal time for cyber liner to operate With already a poor public transportation system Hyderabad has to focus on improving the service levels @USER @USER @USER",0,0,0,1,0,1,0,0,0,0,0,0
"@USER @USER @USER @USER @USER The charges in Hyderabad RTC is highest in the country. I travelled in AC bus BRTS from Hubballi to Dharwad for ₹35 wheres in ordinary ugly, sick bus of TSRTC from Mehdipatnam to Secbad ₹30. Fleecing passengers. It's not a public transport corp but worse than pvt. Shame!",0,0,0,0,0,0,0,1,0,0,0,0
Hyderabad: Telangana State Cabs and Bus Operators Association (TSCBOA) has accused Hyderabad Traffic Police of harassing bus operators by imposing heavy fines and said that this could lead to the shutting down of the services. TSCBOA on Monday appealed to the Hyderabad Traffic Po HTTPURL,0,0,0,0,0,0,0,1,0,0,0,0
"@USER : Dear sir, from Vijayawada to Hyderabad.. service No:4080.. ticket fare is ~700rs.. However, AC is not at all good. Cooling is very very minimal. Please help to make sure passengers get the comfort and facilities per the bus standards per the amount paid.",0,0,0,0,0,0,0,1,0,0,0,1
"@USER @USER @USER Even if we get on the bus, the air conditioner is not working and we are fully sweaty. Horrible journey from nandigama to Hyderabad HTTPURL",0,0,0,0,0,0,0,0,0,0,0,1
@USER Most of The Free Lefts In Hyderabad City Are Blocked By TSRTC Buses 🙄,1,0,0,0,0,0,0,0,0,0,0,0
@USER @USER @USER @USER @USER @USER @USER Around 9pm ..Near Secretariat Bus stop I seen so many Lingampally to Uppal Route Buses... But I didn't seen single Mehdipatnam to Secunderabad...Route bus. .. Nearly 30 mintues time waste. Worst Management and Worst public Transportation I hate Hyderabad Public transportation,0,0,1,0,0,0,0,0,0,0,1,0
SVR tours 5 buses waiting for passengers at Kalvari Stop Area on carriage way - causing Traffic blocks on busy Road - every weekend problem #Hyderabad Traffic problems - no solution ? need New Bus terminals for pvt &amp; Public Long distance buses #hmda urban plans failed? HTTPURL,1,0,0,0,0,0,0,0,0,0,0,0
@USER sir MLA bajireddy sir/ IPS sajjanar sir you are making mockery of tsrtc. Why? Nothing is visible online tsrtc. No buses from Mancherial to Hyderabad at evening hours. Why? Also everything should be transparent online.,0,1,1,0,0,0,0,0,0,0,1,0
"@USER sir, this is the case with the maintenance of RTC buses in Hyderabad city, this is on the day of inter-first-year exams, 15 March 2023 special buses aside but normal buses are not usual as their seats are polluted with dust, which is unseatable. HTTPURL",0,0,0,1,0,0,0,0,0,0,0,1
2/2 I dont think it's fair to change the prices drastically when customers are in need. It's not fair to catch the customers needy and earn money. Ola users what's your openion on this. If I'm correct please tap on yes otherwise no. @USER #ola #cabs #Hyderabad @USER,0,0,0,0,0,0,0,1,0,0,0,0
@USER no fucking cabs in Hyderabad airport……your team is saying wait for 1hour….are else book another cab…..,0,1,1,0,0,0,0,0,0,0,1,0
"@USER hello Ola cabs what is happening in Hyderabad? All the drivers are looting the passengers, forcing them to pay cash or higher fare than booked prices",0,0,0,0,0,0,0,1,0,0,0,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That's just one place where they are developing cycling infrastructure, other infrastructure is basically car centric, they are building flyovers and widening roads instead of releasing funds to mmts or expanding metro",0,0,0,0,1,0,0,0,0,0,0,0
"#Hyderabad Metro sees massive crowd during rush hours, commuters irked. HTTPURL",1,0,0,0,0,0,0,0,0,0,0,0
"5 yrs of hyderabad metro and LB Nagar staff still don't know how to behave, escalators don't work on alternate days, access to stairs is restricted by bike parking, security on platform not knowing how to manage crowd. @USER @USER",1,0,0,1,0,0,0,0,0,0,0,0
Single Rupee not funded by Modi to Hyderabad Metro Rail Project ! HTTPURL,0,0,0,1,0,0,0,0,0,0,0,0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why did your govt took 8 years to realize that Hyderabad Metro needs expansion? Even now, there is no plan when the 6 coach trains will be initiated and when the pending 5 KM stretch will be completed.",0,0,0,0,0,0,0,0,0,0,1,0
@USER The hyderabad commuters have least civic sense just like rtcbuscommuters now changed to metro..and metro needs morecoaches..,0,0,0,0,0,1,0,0,0,0,0,0
@USER Agree totally. The discipline seen in Hyderabad Metro while boarding the trains (people try to barge in as soon as the door opens) is very poor compared to Bangalore or Chennai. @USER needs to enforce strict discipline and queueing at stations.,1,0,0,0,0,1,0,0,0,0,0,0
1119 Train track sound vibration coming 🛤🚂🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🚃🇮🇳 check tracks derail or accident possible Hyderabad route 🛤 HTTPURL,0,0,0,0,0,0,0,0,0,1,0,0
"Mmts train at hafeezpet Hyderabad is almost 50 minutes late. Because of which my mother's going to miss the train 17625 at KACHIGuda, @USER @USER",0,0,1,0,0,0,0,0,0,0,0,0
We are traveling in 20815 Tata Vskp Sf Express now the train is running Delay by 5 hr 49 minutes. We have connection train to Hyderabad at vskp At 5:45 am which is 20833 vande Bharat Express. Pls do something that we can get train @USER @USER @USER,0,0,1,0,0,0,0,0,0,0,0,0
@USER @USER @USER Thanks for the response dear sir. Many villages (old Warangal dist) in this SC division are taking this train only. We don't have proper public transport to reach Hyderabad. May this issue resolve asap.,0,0,0,0,0,0,0,0,0,0,1,0
"The number is #07255 to the Patna from Hyderabad, which is not even the convenience of the canteen and this vehicle is very delayed, due to which my second train is also afraid to leave me. I hope my attention will be fully focused on this.🙏 @USER @USER HTTPURL",0,0,1,0,0,0,0,0,0,0,0,0
"Mmts train at hafeezpet Hyderabad is almost 50 minutes late. Because of which my mother's going to miss the train 17625 at KACHIGuda, @USER @USER",0,0,1,0,0,0,0,0,0,0,0,0
"@USER Currently we are running 2 hours 15 mins late to actual time, which is literally headache and not acceptable. Train number - 12724 / From New Delhi railway station to TELANGANA EXP(HYDERABAD DECAN (HYB) Arrival* 17:00 15-Mar-2023). @USER",0,0,1,0,0,0,0,0,0,0,0,0
There is much needed requirement of direct train from SECUNDERABAD/HYDERABAD connecting GUWAHATI as well as DIBRUGARH. Please see possibility running a regular train between these destinations. @USER @USER @USER @USER @USER,0,0,0,0,0,0,1,0,0,0,1,0
@USER @USER @USER @USER Unhygienic pillows given in #Dakshinexpress train 🚂 12721 Started from Hyderabad Deccan to H.Nizammuddin. no pillow covers HTTPURL,0,0,0,0,0,0,0,0,0,0,0,1
#IRCTC why not there is a premium train between Kolkata and Hyderabad #duronto should consider indian railway a premium train in this route,0,0,0,0,0,0,0,0,0,0,1,0
"@USER : Hello, My parent traveled in train 12759- Chennai to Hyderabad on A3 coach on 11-03-23. It seems AC attendant is demanding cash while getting the bedspreads back. Please investigate",0,0,0,0,0,1,0,0,0,0,0,1
@USER @USER @USER We are traveling from Hyderabad to Pune in train no. 22731 we have reservation but there are some people who are occupying our place and now they are arguing that they'll not leave. There is no TC or police to complement.,0,0,0,1,0,1,0,0,0,0,0,0
@USER @USER @USER I am travelling to tirupati from Hyderabad on Narayandri train(12734) on 10-03-202. No AC and No Water(coach no : M3) in the train as many children and senior citizens are struggling. Please do take action on such things.,0,0,0,0,0,0,0,0,0,1,0,1
"Wow!!! Just installed twitter hoping IRCTC and PMO will look into my issue... We travelled from Yashwanthpura, Bangalore to Kacheguda, Hyderabad on 9th March,2023... Train number 15024... The worst train I have travelled in... I just felt its a waste making reservations so early",0,0,0,1,0,0,0,0,0,0,0,0
"The way people are driving , it's nightmare. Footpath is occupied, no space to walk . Hyderabad belongs to cars &amp; bikes .",1,0,0,0,0,0,0,0,0,1,0,0
"@USER @USER True Rapido bikes need Yellow Regds number plates and uniformed drivers, experienced drunken drivers, No Number plate old bykes in poor conditions . sending old vehilce insted of booked vehicle many scams going in Rapido in hyderabad also @USER @USER",0,0,0,0,0,1,0,0,0,1,0,0
Worst public transport system especially with auto and online cab in Hyderabad @USER @USER especially at night they always ask for too much money no public transport could be found working cls ppl @USER @USER @USER @USER @ no traffic rules,0,0,0,0,0,0,0,1,0,0,0,0
@USER they know which auto is leaving station and under police control. These days it is goons in the garb of auto drivers who manage this non existing booth with non sense rate with absolutely no safety. Even a metro city like Hyderabad region can't solve this simple system. (2/n),0,0,0,0,0,1,0,0,0,1,0,0
@USER Completely bus driver fault... in Hyderabad bus drivers are worst than auto drivers,0,0,0,1,0,1,0,0,0,0,0,0
"@USER Sir, These auto meters are not functional anymore no one using this in our Hyderabad HTTPURL",0,0,0,0,0,0,0,0,0,0,0,1
"#Ola Ola driver forced me and my wife out at Hyderabad on 13th Feb. Lodged complaint with Ola. Followed up several times for action against partner.They assured action, but would not inform what. Pray such things do not happen to our daughters traveling alone at odd hours.",0,1,0,0,0,1,0,0,0,0,0,0
@USER sincere request to assign a Traffic police man near St.Ann's school Bolarum during morning and evening as this is on Hyderabad Mancherial Highway and there were accident cases here in which kids were injured too.@USER @USER HTTPURL,1,0,0,0,0,0,0,0,0,1,0,0
"@USER hello Ola cabs what is happening in Hyderabad? All the drivers are looting the passengers, forcing them to pay cash or higher fare than booked prices",0,0,0,0,0,0,0,1,0,0,0,0
"@USER @USER , Why I am charged for a cancellation fee when your drivers refuse to accept the online payment mode and force the customer to cancel the ride? This is a frequent problem especially in Hyderabad. I need a refund..",0,1,0,0,0,1,0,1,1,0,0,0
"@USER Sir, am in 02576 Hyd Festival special, it is delayed by almost 6.00Hrs delay with schedule hours and when we reach to Hyderabad it is expected arrival is 11.03pm we don't have proper safe transport at night, kindly look into this issue as it runs at schedule.",0,0,1,0,0,0,0,0,0,1,1,0
Who's responsible for traffic jam in Hyderabad City please book cases against them so that next comman people should not face any problem .......@USER @USER @USER HTTPURL,1,0,0,0,0,0,0,0,0,0,0,0
"Traffic congestion due to narrowing the road by placing divider blocks on a one way road. Only few vehicles are able to pass signal @ Hyderabad Biryani, vehicles coming from Gen k s thimmaiah rd and Magrath rd Remove divider blocks immediately @USER @USER HTTPURL",1,0,0,0,0,0,0,0,0,0,0,0
@USER @USER dear VIP VVIP VVVIP please travel by road early hours or late evenings as all vehicles are left to wait in 🔥 🌞 this summers all the traffic cops will immediately disperse after your caravan passes creating further chaos #summertimesaga #Hyderabad #VIP,1,0,0,1,0,0,0,0,0,0,0,0
"@USER @USER Last month I was in Hyderabad, worried about the way they were crossing from the front and sides of the car,without any indicators, none were wearing helmets as a Bangalore guy,so I was shocked to see this as I never seen this blatant violation of traffic rules.",0,0,0,1,0,0,0,0,0,1,0,0
@USER @USER @USER RTC notorious for traffic violations in Hyderabad. When there was covid there were no RTC buses and no traffic problems.,0,0,0,1,0,0,0,0,0,1,0,0
@USER People in Hyderabad are riding horses in lanes which is causing traffic disturbance and free movement of public kindly ensure that this should be stopped. @USER @USER,1,0,0,0,0,0,0,0,0,0,0,0
@USER @USER @USER Recently there is a sharp increase in the number of beggars at most of the traffic signals in Hyderabad and Secunderabad. Please arrange for rehab for those at earliest or please arrange necessary checks to avoid inconvenience to commuters,1,0,0,1,0,0,0,0,0,0,0,0
Hyderabad Traffic Police should take fine from the @USER carrying 50 + passengers in local bus.Stopping wherever he want.Dangerous driving in public area.Making sound pollution with the horn. #justaskinguu @USER @USER,1,0,0,0,0,0,0,0,0,1,0,0
@USER @USER @USER HTTPURL Friend travelled from Khammam to Vishakapatnam in Chair Car in Vandebharat only to find dirty toilets and garbage littered!!! Was looking forward for Vishakapatnam to Hyderabad Vandebharat!!! The problem is with fellow Indians!!! All Indians unite only,0,0,0,0,0,0,0,0,0,0,0,1
@USER @USER You are right. In Hyderabad 2 wheelers ride on the wrong side and curse us if we don’t slow down. Unfair as cops don’t care,0,0,0,0,0,0,0,0,0,1,0,0
"Hyderabad MMTS not coming for timing from from years to It's still now , doing same soo late daily waste mmts , They don't have time sense. @USER @USER @USER @USER #Hyderabadmmts . Do you ever face like this? Comment.",0,0,1,0,0,0,0,0,0,0,1,0
@USER @USER Are MMTS charged very low to run with zero time sense??? Did I commit a mistake by opting mmts Hyderabad?? Need to travel to Kacheguda from Fatehnagar and catch Repalle train at 10 PM. MMTS train still not reached Fatehnagar from last one hour,0,0,1,0,0,0,1,0,0,0,1,0
"@USER Sir, am in 02576 Hyd Festival special, it is delayed by almost 6.00Hrs delay with schedule hours and when we reach to Hyderabad it is expected arrival is 11.03pm we don't have proper safe transport at night, kindly look into this issue as it runs at schedule.",0,0,1,0,0,0,0,0,0,1,0,0
"Hyderabad bike taxi rider molests woman passenger, booked - India Today HTTPURL",0,0,0,0,0,1,0,0,0,1,0,0
#Hyderabad Police registered a case against a bike taxi rider after a woman he gave a ride to lodged a molestation complaint against him. HTTPURL,0,0,0,0,0,0,0,0,0,1,0,0
"Hyderabad: In a shocking incident, a bike taxi driver in Hyderabad allegedly sexually harassed and abused a woman passenger, who is in her mid-20s. According to the details of the case, the woman who works as a content creator with a company in Manikonda had booked a ride through HTTPURL",0,0,0,0,0,0,0,0,0,1,0,0
Misbehaving on bike taxi in Hyderabad: Man booked HTTPURL,0,0,0,0,0,1,0,0,0,0,0,0
@USER @USER @USER @USER @USER #palamner @USER @USER please kindly increase interstate apsrtc regular service from palamner to Bangalore Kolar mulbagal kgf Chennai Hyderabad kadapa passenger facing a lot problems in private buses in palamner RTC bus apsrtc buses not operating from route HTTPURL,0,0,0,0,0,0,0,0,0,0,1,0
