text,sentiment
"@USER I can totally relate! Mumbai traffic can be a bit overwhelming, to say the least. But hey, on the bright side, it gives us plenty of time to catch up on our favorite podcasts, practice our meditation, or just enjoy some quality people-watching. 😂",2
"Borivalli station, Mumbai. Time: 11:55PM. Majority of the trains arrive and depart during this time! @USER @USER @USER @USER please take note! Why aren’t the escalators on during this time! Major problem for commuters! Solve it! HTTPURL",1
"@USER Mumbai? Where do I begin? We're famous for our traffic jams, our street food that will give you a flavor explosion, and of course, our world-renowned ability to function on very little sleep! But even with all these quirks, Mumbai is still the city of dreams.",2
"@USER 
Abandoned car vehicle is lying on the road 

Location : New Tilak Nagar Colony, Below SCLR Flyover Road, Near Tilak Nagar Rly Stn Road, Opposite Swapnapurti Building, Tilak Nagar Chembur (w) Mumbai : 400089 HTTPURL",0
"@USER 
Using vernacular number plate.

Location : New Tilak Nagar Colony, Below SCLR Flyover Road, Opposite Tilak Nagar Rly Stn Road, Near Swapnapurti Building, Tilak Nagar Chembur (w) Mumbai : 400089 HTTPURL",0
"@USER Please name of the upcoming Trans harbour link as Major Sandeep Unnikrishnan bridge. Mumbai will never be able to repay his sacrifice, astleast his name will last till eons in the minds of mumbaikars and would be apt tribute to his sacrifice.",0
"Are you waiting for another mishap to happen 🤔please check 8:54,pm Asangaon train #CCTV  camera on Mumbra station, a guy with light yellow color  shirt be seen abusing and who has done it near Mumbai end gents first class and bridge near station. 3/n",1
"@USER @USER I shifted to Mumbai recently &amp; public transport is brilliant!

I go from Magathane to my office in Andheri in flat 25 mins in Metro!
Used to take me an hour in traffic earlier. Metro is packed during peak hours despite it recently starting. If you build infra, public will use it!",2
@USER Mumbai CST - Nizamuddin Rajdhani Express AC 2 Tier pathetic experiance. When would these trains be improved?,1
"@USER In Mumbai, the bus, metro and train have formed a brilliant combination to curb traffic in the upcoming years. 

See what wonders metro will do in Mumbai once it opens up entirely.",2
"@USER 
Vehicles is illegally parked on the SCLR service road.

Location : Shanta Jog Marg, Near SCLR Flyover Service Road, Tilak Nagar Chembur (w) Mumbai : 400089 HTTPURL",0
"#drmmumbai
My Pnr Number is 8300902507 Train No is 11139 Mumbai - Gadag Exp my coach number is S1 Seat Number Is 15 Side Lower Berth My back side is genral coach genral coach peoples are coming in S1 coach and disturbing passengers please solve this issue",0
"Road dust makes up 2/3rd of particles in Mumbai's air. Rapid addition of high-rises and highways in last decade, has made Mumbai's Air Quality is worse than Delhi's! 

Sign the petition HTTPURL and urge @USER to take urgent action. @USER",1
@USER @USER @USER @USER Pune is mess ! Even worst than mumbai when it comes to traffic !,1
@USER When can we expect same first class coupe for train travel from Mumbai - Nagercoil?,0
"@USER 
Street light not working outside solanki palace building. 

Address:-
Street Lamp outside solanki palace, corner of 1st and 5th Road, Khar West, Opp Shiv Sena shakha, Mumbai 400052.",0
@USER @USER It's not developed. Far too lacking in basic resources. What's happening now is vital. Mumbai needs atleast 400 km of metro and world class link roads. 25 million people city needs the required infra which was lacking the last several decades. RRTS/HSR next ideally to pune,1
"@USER I wish u get an opportunity to travel in SL class 
Recommended trains 
Vasco jasidh 
Hampi express 
Nanded - Ypr link 
Gulbarga mail 
Mumbai Chennai mail 
Gorakhpur ypr exp
Udyan exp
Vasco howraha
Dese trains are prime example of ur contribution as a rail minister",2
"Hi @USER @USER
I saw these advertisements in central mumbai train in huge amount. Kindly take appropriate action to remove these kind of advertising from our mumbai local trains. #Mumbai
#centralrailway
Train details : CSTM to Thane 
Timing from CSTM : 10:08 PM HTTPURL",0
"@USER @USER Would also like to see the five digit train numbering really follow a proper pattern now. Preferably sequentially starting from 10001-99999.. Allocate clusters of numbers to zones or divisions. Like 10001-11000 to CR Mumbai, 11001-12000 for CR Pune and so on .",0
"Aarey Metro Depot of Mumbai Metro- 3 (Aqua Line) taking shape.
#MumbaiMetro3 #AareyDepot HTTPURL",0
"@USER @USER @USER @USER @USER @USER @USER @USER @USER  please be serious about Pune metro before 2024 elections , it's in bad shape 
Learn from Mumbai updates",1
"@USER Where is land in Mumbai? Huge capex happening for Mumbai local, delhi Mumbai expressway, HSR, Mumbai metro",1
"Saki Naka is probably the worst road in Mumbai! Unbearable traffic, no place to walk, rash auto drivers, footpath occupied by hawkers, west Africa level road condition and overflowing garbage cans!  @USER please do something",1
"@USER @USER @USER He is right, and I was present at that place. And saw everything. Not this TT but every mumbai TT doing this in express train. We are travelling from Dahanu to Mumbai and we don't have much train. Pass having then too they asking penalty.",1
"I can name 4

1️⃣ Mumbai Metro Line 3
2️⃣ Navi Mumbai Airport (Adani)
3️⃣ Delhi Mumbai Expressway (Going through outskirts)
4️⃣ Mumbai Amdavad HSR",0
"@USER @USER @USER @USER 

My family is travelling in train 22936 to Mumbai via Coach HA1
But the compartment has no water in washroom, AC is not working and no one to help them with these issues
Kindly help resolve the problem",1
"We are waiting for more than 45 minutes at vadodara railway station now to board 09723 but no announcement, nothing…. Horrible experience and we need to catch flight tomorrow early morning at Mumbai…..",1
"@USER Sir, sohna gurgaon toll road (mumbai vadodara expressway entry) has no lights. Entry and exit not clear, traffic congestion still heavy near subhash chowk. 

Despite heavy toll  no facility  is crime by service provider.",1
"@USER @USER Please note Navi Mumbai police is least bother to provide safety on roads.
Let it be any complaint regarding Illegal parking, stone pelting on road or what so ever. Please give us good police team for our city",2
"@USER Absolutely not. Mumbai public transport is sooooo underrated, not one day goes by without me thinking borivali to churchgate by train is ₹15. And literally trains every minute. Insanely good.",2
"@USER @USER @USER @USER @USER Instead of adding another item to the list of offenses, they are asking informer to give vehicle number

Good bless them that they dont give you the chllan book too

HSRP will never get implemented Best way to drive in mumbai is without clear number &amp; number plate @USER",1
Anyone else feel the new Mumbai airport is a disaster in the making if it has no fast rail connectivity with western suburbs &amp; island: recipe for major traffic congestion. Ideally passengers board a fast train with luggage from bkc to the airport. @USER @USER,1
"@USER Introduction to New Mumbai Metro Lines.
Mumbai Coastal Road Project.
Sewri - Nhava Sheva Transharbour Corridor.
Mumbai Ahemdabad HSR Bullet Train.",0
"@USER U keep whining

Blr - Mysore highway done 

Delhi - Jaipur Done ... Delhi - Mumbai WIP

So many in North East first time since independence

&amp; all imp BRO ( hope u know it's Border Road orgn) so many along key border areas",2
"@USER Keep mumbai aside for a bit its already too developed far beyond other city in Maharashtra... Only Focus now to make transportion easy(road,metro). GoM has to focus on other than mumbai.",1
"Mumbai to Pune taxi hire
Mumbai to Pune cab booking is a very good idea indeed as it takes away all the hassles of traveling by train or bus, besides offering you a wonderful car ride in one direction with no hassles. HTTPURL",2
"@USER @USER @USER @USER @USER  Opp bata 120 feet road Thakur Village Kandivali East Mumbai 101
Police not taking action why police not taking action against this illegal parking HTTPURL",1
@USER  I am traveling Nashik road to Mumbai in vande Bharat. Nice staff and food quality is also good. Only issue in toilet door . Otherwise it's Train is amazing 😊.,2
@USER We can only dream of such roads here in Mumbai @USER,2
@USER Gujjus have a stronghold on everything that’s in Mumbai. That’s why they’re constructing the high-speed rail for more gujju influx 🤷‍♂️,0
"I was never scared of paragliding from 8,000 ft and I did it in Himachal, however I’m scared of getting into Mumbai locals alone because of the way people push to get in and out of the train! 

Bheed bilkul hi nai pasand hai bc!",1
We the honest tax payers of Mumbai have to go through this every single day near Jagruti nagar metro station. Where is the road!!!! in the quest of making metros and bridges @USER you have vanished the roads. Travelling under the bridge is very risky and there’s no road. HTTPURL,1
@USER Modiji Mumbai ..Goa Highway project is delayed by 12 years.. Road is in pathetic condition ...still not completed ..Number of accidents and deaths in last 10 years... Panvel ..Indapur --Kolad--Mangaon strech is still incomplete. My Humble request to look in to it personally...,1
@USER @USER @USER @USER @USER  churchgate station opp.GST bldg . I had complained BMC there is work going on and for no parking zone taxies are parked  not action taken by bmc @USER @USER HTTPURL,1
@USER baiganwadi signal Maharashtra compound side illegally parking Govandi Mumbai 43 MG road deonar traffic police station,0
"➡️is it also being invested in the railways of India?

When we got to know Mumbai, I was enthusiastic about the idea of making railway lines more modern. By the way, a beautiful country",2
"@USER @USER @USER Mumbai traffic in hindu area maximum citizens obey traffic rules n have a fear of police.but in Muslim area police iz also not safe 
There iz no traffic rules  no signal  no line,",1
"@USER @USER Absolutely spot on.. 

Another factor.. here in Mumbai.. if u look around on roads u will see that most drivers (about 5 or 6 out of 10) are using phones while driving.. 
 
I urge people to drive responsibly..",1
"In short and key routes like Chennai-Bangalore, Mumbai-Ahmedabad, etc run one full UR train each for the day and night. Goes from A to B during the day and comes back overnight as another service. And vice versa.
Last minute travellers should still be able to find decent space.",0
"@USER AS per my opinion  Suitable  Area  is nearby (panvel - uran ) upcoming projects like DB PATIL international airport, MTHL link to Mumbai pune expressway, Virar Alibaug multimodal corridor new metro lines can connects from mumbai south  , mumbai suburban",0
"@USER  it was super journey with train no.  82901 tejas express,  from Mumbai to vadodara... comfortable journey,  polite  staff , nice food and specially akriti is very hard working and always with cute smile make journey more comfortable... keep it up ....",2
@USER @USER Plz come and check roads after Mumbai dahisar check naka. Wonder why no improvements even after repeated requests @USER,1
"@USER Seriously.... Mumbai people complaining about Delhi traffic... 😜😂
#Delhi 
#Mumbai 
#chronicles",0
"Proposal for Running of Summer Special train from Central Railway.

1. Mumbai CSMT Malda Town
2. Mumbai LTT Samastipur
3. Pune Danapur HTTPURL",0
"@USER northbound traffic jam on jogeshwari WEH all the way till Goregaon east Oberoi mall signal. Everyday I am complaining about the same route, why is there no action take to ease the traffic flow on this route? @USER @USER #mumbaitraffic",1
SCLR flyover across Kapadia nagar ready but not opened for last 2 weeks. Stuck on the new flyover east bound for 45 minutes  @USER @USER #sclr #Mumbai #mmrda @USER @USER HTTPURL,1
@USER @USER Travelling in trains is compulsion to reach on time. None else can guarantee arrival and departure on time as locals. So everyone who values time goes in Mumbai local,2
@USER @USER I fear Navi Mumbai will suffer the same faith the NMMC workers are very lazy nowadays under the new leadership. NMMC has put up a board that this road is cleaned twice a day and if one sees he will wonder if it's even cleaned once a week,1
"Bengaluru traffic is worse then mumbai
Mumbai still makes you be at ease...with all the chaos.",2
He miss to add Bullet Train running successfully between Mumbai to Ahmedabad,0
Firing in Nerul sector 6 in Navi Mumbai | One shot dead inside car. Details awaited. HTTPURL,0
"Can We expect online Payment like UPI or card payment option inside mo bus as we r seeing many buses of TMT,Mumbai  this feature will eventually lead to transparency !!
@USER @USER @USER",0
"#RelianceRetail, the Mumbai-based #Reliance Group’s consumer arm, is set to get a major bump in its business operations as the CCI approved its acquisition bid for Metro Cash &amp; Carry India

HTTPURL",0
We are already struggling with pollution in Mumbai and then there r these buses running on road which add to the pollution. @USER @USER Can we do something about this ? HTTPURL,1
"This is kidwai nagar traffic junction. As per the traffic rules parking are not allowed near traffic signal.Buses can't pass due to parking on both sides. Pls take action
@USER @USER @USER @USER @USER @USER @USER @USER HTTPURL",1
"The Rs 1,800 cr-redevelopment project for Mumbai's Chhatrapati Shivaji Maharaj Terminus received only 4 bids. #CSMT is one of the busiest railway stations in India, handling some 1.6 million passengers per day.

 @USER reports  👇
HTTPURL

 #Railways #Mumbai",0
"@USER 
Motorcycle vehicle's is parked on the footpath.

Location : Shanta Jog Marg, G.M Road, Below Tembhe Bridge, Opposite Vijay Bar &amp; Resturant, Chembur (w) Mumbai (w) Mumbai : 400089 HTTPURL",0
"Hare krsna
Namaste🙏
Hardly any TC can be seen in Mumbai suburban trains specially in Western line, Whether on platform, or 1'st class coach, need to Recruit staff, multiple Unauthorized passengers traveling

Ashish Agarwal
Malad west
Mumbai",0
"@USER I am travelling in train number 15018 Kashi express from mau to ltt ,now we are at prayagraj station and the train is halted from 6 pm now it is 7 pm and not just here the train is halted on every station for more than 20 minutes,worst train from up to Mumbai .",1
"The Rs 1,800 cr-redevelopment project for #Mumbai Chhatrapati Shivaji Maharaj Terminus receives 4 bids from @USER @USER Ahluwalia Contracts, and Nagarjuna Construction. @USER reports.
#mumbairain #cst #infrastructure

 @USER HTTPURL",0
"@USER @USER Calm led to verification of editor of news channel in false case, arrest of multiple social workers and murder

Composed led to 100 Crore vasoli by HM in his govt and truck load of explosives outside Ambani's house 

Efficient led to delay
Mumbai metro
Refinery
Bullet train",1
Manipal Police Arrest two Women for Stealing Jewellery from Passenger on Mangaluru - Mumbai Express Train HTTPURL,0
"IMP: Please read

Dear Sir, just a suggestion, instead of having a special AC local train with less frequency, can't you add 2 AC bogies to each local train this summer. This will increase the frequency and at the same time convenience to the all passengers.

#Mumbailocal #Mumbai",0
#VandeBharat type local trains service is needed in #Mumbai everyday local trains are late in morning and evening peak hours @USER @USER  @USER @USER @USER @USER,0
@USER @USER @USER @USER @USER When will MMRDA Start Work on Mumbai metro line 13???,0
@USER @USER   autorickshaw people creating traffic they are not even bothered about the traffic and creating two lines on road . Traffic police not taking any actions against them . I request  mumbai traffic police to please see to it . Virar east station road HTTPURL,1
"@USER 
Motorcycle vehicle's is parked on the narrow lanes.

Location : Dr. Mandakini Parihar Marg, Beside SCLR Flyover Road, Near Tilak Nagar Rly Stn Road, Behind Radhika Residency, Tilak Nagar Chembur (w) Mumbai : 400089 HTTPURL",0
"@USER 
Unclaimed car vehicle is lying on the road few days.

Location : New Tilak Nagar Colony, Beside SCLR Flyover Road, Near Tilak Nagar Rly Stn Road, Tilak Nagar Chembur (w) Mumbai : 400089 HTTPURL",0
"India: Mumbai-based Central Railway has completed the electrification of its entire 1 676 mm gauge network, as part of the national programme to electrify the whole Indian Railways network HTTPURL",0
"@USER @USER @USER @USER R/Sir, IRCTC registers the case and sends the same through the WECRS to the Zonal Railway for processing refunds on merits. You may therefore like to contact IRCTC, CST Mumbai 022-22625184-85 or Email: - mumbairefund@USER",0
"@USER Do enquire about the monthly maintenance bills in these gated complexes.

Also note the difference in travel costs between the Metro and the local train.

Mumbai has had an influx of people with no ability to pay for these services and so 60% live in slums !!",1
"@USER @USER @USER @USER @USER @USER stone pelting to rail commuters  between #Ghatkoper and #Vikroli station Time 5.57pm today please look for the culprits and do the needful. #Mumbai
Parel to Kalyan local",0
Thank You Mr. Parag Alavani &amp; Mumbai RTO on taking action and stopping illegal road work of creating devider and blocking U-turn... This will help free flow of traffic HTTPURL,2
"Authorities, please Fast-Track #MetroLine14 &amp; #MetroLine13 fr the people of Dombivli-Badlapur &amp; Vasai-Virar belts &amp; all other metro lines across Mumbai. 
Mentioned regions especially are facing severe overcrowding &amp; HUNDREDS falling off-of trains every year HTTPURL",0
@USER @USER @USER Laxmi Bai JagmohanDas Marg Near B.E.S.T Bus Stop J Mehta Road Junction Mumbai-06 HTTPURL,0
"Noise pollution and illegal speakers on public road at Ganesh maidan, near shilpa building, jagdusha nagar, ghatkopar west, mumbai.
Ghatkopar chirag nagar police, plz help today 15-March-2023. Dont always target building shops. Do check these goons too.
@USER @USER",1
The contract was awarded by National High-Speed Rail Corporation Ltd (NHSRCL) for construction of Bandra Kurla Complex Station of Mumbai-Ahmedabad high-speed rail.,0
"@USER @USER Can you guys please look into the Kalyan (mumbai) railway station? People coming from long distance trains especially  from UP and Bihar creating chaos at kalyan railway station sleeping at the platform, ticket counter and staircase.",1
"@USER They don't qualify as ""bikers"". They just happen to be commuters riding a bike. True bikers ride for the joy of riding, follow traffic rules, help bystanders etc. Then again it's Mumbai.... Not the shining example of space for bike enthusiasts I guess 🤷 🤔 😅",0
"@USER Respected Officials, 1 suggestion.. can we have a LED display board at all/important suburb rly stn displaying next arrival train and if late by 'n' minutes.. similar to Mumbai local train stations. It will help public a great deal.",0
"If you’re looking for a hassle-free and affordable way to get from Mumbai To Shirdi, look no further than our cab services. HS Tours And Travels offer convenient, safe, and reliable transportation from Mumbai To Shirdi that is sure to fit into your budget. #mumbaikar #mumbaicity HTTPURL",0
"@USER suggestions to please run premium bus service from Mumbai Airport T1/T2 to Byculla zoo(JIJA Mata udyan) . Currently bus routes through worli which is inconvenient for commuters residing in Byculla.
@USER @USER @USER 🙏",1
"Advertise with ONTV on Commuter trains for improved visibility and reach your target audience.
Plus, it's cost-effective!
Try it today and see your brand grow!
#ontvdigitecmedia #ontv #DOOH #OOHmedia #LEDScreens  #mediacompany #Railway #mumbai #kolkata #Bengaluru #DigitalScreen HTTPURL",0
@USER @USER Zero bhai should file a case in SC asking the honourable court to close down Mumbai metro network,1
"@USER @USER @USER Sir, Pls ask your team to study to run #VandeBharat train on Mumbai Nagpur, Mumbai Delhi route with having stoppage at #Nashik #Shegaon. It""ll work sure.",0
"It happens only in India.  Jam session in Mumbai  “local” train.  Mumbai local, which is a intra city transport, is life line of  the city. #NewYorkCity #mubailocal  #india HTTPURL",2
"@USER Why only the  Mumbai Pune Expressway,  and not on all expressways, highways  freeways, city,  state roads",0
Very very happy to see ‘ Made in India ‘ Fast train which has been started between Ahmedabad to Mumbai  HTTPURL,2
"These people are compelled to stay in far-off locations &amp; travel for work to #Mumbai in inhuman conditions in local trains. The crux is, builders &amp; real estate developers run the system regardless of who is in government. Most infra projects too are contractor driven #bittertruth",0
Yesterday I met Union Rail Minister Hon'ble Shri @USER Ji in the Rail Bhawan for a courtesy visit. I requested him to further extension of railway network in Nagaland to Mumbai . He assured that within next 1 year there will be lot of trains available.. @USER HTTPURL,2
"🛣️ #Accident on #JJFlyover #Mumbai  at 2:15 PM

📹 *For Short Video Press Link* 👇🏾👇🏾👇🏾👇🏾
HTTPURL

📌 #More #details #awaited
_____________________
*📱👇Subscribe on Todaysvoice24News FaceBook Page* HTTPURL HTTPURL",0
"@USER Sir, your rule about HMVs on highways is not observed at all. Night driving on the Mumbai-Pune Expressway is horrible. Trucks drive slowly in all the lanes without fear of the law. No traffic police are seen. The ghat section is especially bad. What will you do now?",1
"The video of those driving the car at high speed while sitting on the bonnet of the car went viral. It is being told that the video of this car is from Malwani No. 5 area in Mumbai, this young man was seen doing this kind of stunt even after people refused. #viralvideo #Mumbai HTTPURL",0
"@USER is it appropriate to hoard an entire sidewalk/footpath with the unsued road grills , they have been here for a long while. 
Location Dr baba saheb ambedkar road , gorai , borivali west Mumbai 400092.
#mybmc #BMC #urgentattention HTTPURL",0
"Visited Hyderabad yesterday and I can safely say - its a much better city than Mumbai - good infra, excellent airport, wide roads, no encroachments, less traffic, cosmopolitan crowd...great work by the govt",1
"Mumbai Metro Line-11: Recently Sanctioned In The State Budget, How This Corridor Is Significant To The City’s Metro Connectivity HTTPURL via @USER",0
"@USER @USER @USER Mumbaikars are used to bus travel.
I took my staff(12 members) to Mumbai.From CST to gateway,6 rs each,they were amazed,at the discipline,queques.Showed them all the imp bldgs on the way.",2
"#Railways #IndianRailways #IRCTC #139 forgot my bag in Mumbai local, 3:30 at Marin line to churchgate. Middle side of train behind luggage compt. Second class",0
"The NCMC card. @USER  @USER @USER @USER Card is inaugurated in January, 2023 still no movement for this card to use for the Normal Mumbai Railway. 
@USER @USER #internationalconsumerrightday HTTPURL",1
"@USER @USER Your last line is Spot On. Howsoever better the service may be, it is just below dignity to stand at bus stop for many neo elites. Only cities like Mumbai, where travelling by public transport is ingrained in its commuting culture, would you find bus servive being successful",1
"@USER They know anyways they have to get stuck in Mumbai traffic so why to hurry, Delhi traffic condition is not that severe.",1
@USER Had this been mumbai I would have ran and got into the bus😂,2
"Mumbaikar is the king of Mumbai Metro. We respects &amp; ensures your right to travel freely, securely &amp; comfortably. 
"" Mumbai Metro has been built &amp; operated keeping passenger safety &amp; comfort as our top priority ""-Shri SVR Srinivas, IAS, CMD, MMMOCL
#InternationalConsumerRightsDay HTTPURL",2
"Our bus in Khandala had AR registration. Is it the same as many cars being GJ registered in Mumbai ages ago, for some savings?",0
Very surprised to note RSRTC withdraw Volvo bus service from Jaipur- Delhi via New Delhi- mumbai mega higway. Can’t imagine any reason for doing this blunder. This service were so convenient for the passengers @USER @USER @USER @USER,1
"@USER The country doesn't know how to manage cities in general. Public infrastructure is so weak. Mumbai might have pop over 30 million, we need subways, rails and metros to reduce density on roads. The commute should be 10x faster and more efficient. Should at least have two airports.",1
Mumbai-Ahmedabad Bullet Train Project: Over 52 Per Cent Civil Work Completed In Gujarat; Overall Completion Reaches 26 Per Cent HTTPURL via @USER,0
Rail min @USER has jurisdiction of Mumbai Metro 1 operated by Reliance ADAG?,0
"Mumbai-Ahmedabad Bullet Train: HCC-Megha Engineering Joint Venture Bags Rs 3,681 Crore Contract For Bandra-Kurla Complex Station HTTPURL via @USER",0
"Accident on JJ Flyover
#accident #mumbai #jjhospital HTTPURL",0
"Was great reading this book. Immense respect for the man… but why is Mumbai slipping away into an abyss of road crimes, indiscipline, police inaction against offenders ?  Majority of Indians want discipline line but police need to act @USER @USER @USER HTTPURL",1
@USER My Mother is travelling from Banaras mumbai express PNR 2738621316 she is having medical emergency i tried to call on 138 but not getting connected pls arrange the doctor she is in train only Mobile no- 8271849020/7209859898 @USER,1
"@USER @USER @USER @USER @USER @USER First pls put TTR and rpf on mumbai to kerala train, without ticket people are more in reservation class, this train dnt have TTR, what kind of security for the passenger, and canteen people using pan full of there mouth and to serve the food. First pls clear this",1
Mumbai-Ahmedabad Bullet Train Project: Over 52 Per Cent Civil Work Completed In Gujarat; Overall Completion Reaches 26 Per Cent HTTPURL,0
"@USER 
We are today travelling by Howrah Mumbai Duronto 12262 which was already rescheduled from 5:45 to 9:30 and departed from Howrah approx at 9:45 am. It's really very unfortunate that a premium class train is being delayed and still lunch not delivered at 3:33 pm",1
"Mumbai Metro Line-11: Recently sanctioned in the State Budget, how this corridor is significant to the city’s metro connectivity

#MumbaiMetro

HTTPURL",0
"This station is the only underground station on the #Mumbai-#Ahmedabad high-speed rail corridor, and it is planned at a depth of about 24 metres below the ground level. The station will have a total of three floors. (3/3)
#MAHSR #BulletTrain #assortedrailfanning #IndianRailways",0
"Today I'm traveling to Mumbai  Train no 15018, PNR-2614673308. We're travelling in a sleeper classes compartment and we're paying a good amount of money for ticket for confirm ticket (1)
@USER @USER
@USER @USER @USER @USER",2
"The NHSRCL awarded #HCC, in joint work with Megha Engineering and Infrastructures Ltd (#MEIL), a Rs 3,681 crore #contract on 14 March 2023 for the #construction of the Bandra-Kurla complex station of the 508.17 km long Mumbai-Ahmedabad high-speed rail.",0
"Mumbai: Accident on J.J flyover at 2:15 PM 
Details awaited HTTPURL",0
"@USER @USER Traffic signal were barely introduced in Goa under BJP Raj.
How can they become outdated so soon 
It means that they were purchased by corrupt means.
In Mumbai signal system working efficiently,why?",2
@USER we r travelling today by Duranto express from Howrah to Mumbai CSTM train no 12262 2 Tier coach no A-2 catering service very poor still not serve lunch .,1
@USER Is there only one tunnel line between mumbai and pune ? @USER @USER,0
"Amdavad-Mumbai Bullet-Train Project (As on 28.02.23)

Overall Physical Progress: 𝟐𝟔.𝟑𝟑%

Gujarat
Overall📈:32.93%
Civil Works:54.74%

Maharashtra
Overall📈:13.72%

🏗️Pile work: 257.06 Km
🏗️Pier work: 155.48 Km
🏗️37.64 Km Girders launched
🌲8003 trees transplanted
🌱83,600 HTTPURL",0
"@USER Delhi-Mumbai Expressway because, that road is made of asphalt and not of concrete, so it will be less noisy and more fun to drive these cars on that road. @USER",0
"@USER @USER @USER 
Hare krsna
Namaste🙏
There are hardly any TC authorities in Mumbai western suburban trains specially 1'st class bogie, multiple unauthorized passengers traveling.. 

Kindly look in this

Ashish Agarwal
Malad west
Mumbai",1
@USER Request for a dedicated train between KALABURAGI (Karnataka) to BENGALURU (Karnataka). Long distance trains from Mumbai &amp; Delhi via KALABURAGI are overcrowded till BENGALURU. Please recommend this proposal to Railway ministry 🙏🏽,0
"Mumbai Metro Hack:

I found this system hack a couple of months ago but here you go,

1. Take a 1 way ticket to Ghatkopar (haven’t tried it for others) 👀
2. Do not open Paytm app, so ticket won’t expire, use SS📱
3. Use it as a return ticket 🎫 HTTPURL",0
"@USER 
Motorcycle vehicle's is parked on the narrow lanes.

Location : Dr. Mandakini Parihar Marg, Tilak Nagar Rly Stn Road, Beside SCLR Flyover Road, Tilak Nagar Chembur (w) Mumbai : 400089 HTTPURL",0
"@USER @USER @USER Mysore needs train connectivity for tourism &amp; business activities. kindly connect mysore to Pune ASAP.
Extend Banglore - Mumbai Udhyan exp, B'lore to coimbatore Uday exp to mysore city.

Mys-Goa via manglore train

@USER @USER @USER @USER",0
"@USER 
BMC vehicle is parked on the SCLR service road.

Location : Rahul Nagar, Near SCLR Flyover Service Road, Tilak Nagar Chembur (w) Mumbai : 400089 HTTPURL",0
"@USER @USER @USER @USER @USER @USER @USER @USER Don’t know@USER seat belts but Driving on wrong side of the road is a fundamental right !!
Especially in Mumbai !!",1
"Mumbai is going through a massive upgrade with metros, bridges being built at a very fast pace.

Looks like the administration has woken up to the fact that, if no action is taken the city is gone.

The coastal road is a very exciting project, I hope it gets completed in time.",2
Mumbai-Ahmedabad Bullet Train Project: Over 52 Per Cent Civil Work Completed In Gujarat; Overall Completion Reaches 26 Per Cent |  HTTPURL,2
@USER We are sharing your concern with Bandra Traffic Division for necessary stringent action.,0
"@USER @USER 
This vehicle is parked from last so many days on the 82, Andheri - Kurla Rd, Gamdevi, Gundavali, Andheri East, Mumbai 400093. this is on the footpath between Gurunanak petrol pump and Western Express Highway Metro station wall. HTTPURL",0
"@USER @USER @USER @USER Another point to consider is how many years will they take toll? Like in Mimbai, all entry-exit points have toll for the llast 35+ years. And the condition of roads and traffic in Mumbai is world famous. When will their pockets be full?",1
"PMO @USER 
Hare krsna
Namaste🙏
Multiple times I have told there are hardly any TC in Mumbai western suburban trains ac trains, specifically 1'st class no checking, unauthorized passengers travelling.. 

Kindly look in this. 

Thanks
Ashish Agarwal
Mumbai",1
"@USER Different cities and please were visited by me by Flight and Train (Metro, Mono, Local and Express Trains of #Mumbai).  Below attached picture was taken during a train journey which was in the way to #Delhi. Have you visited by train ? HTTPURL",0
"‘‘The Mumbai commuters have exciting news! Travel time between Lonavala, Khandala, and Mumbai will be reduced by 90 minutes thanks to the Mumbai Trans-Harbour Link, the nation's longest sea bridge. End of 2023 Opening.’’",2
"National High Speed Rail Corporation Ltd (@USER ) awarded @USER , in JV with @USER , a Rs 3,681 cr #contract on 14 Mar 2023 for the #construction of the BKC station of Mumbai-Ahmedabad high-speed rail

To read more: HTTPURL

#projects #Construction HTTPURL",2
"@USER Dear Respected sir 
I am a daily commuter of Central line local train in Mumbai from Dombivli to Kurla..
We request you to kindly ask the TC to make it mandatory to check  the tickets in First class as daily there are thousands PPL travelling without Tckt or with wrong tckt",1
@USER @USER @USER yes yes.....next time you see them doing the stunt stop them &amp; ask for their details &amp; record that on camera also &amp; send them to mumbai traffic police.....god knows wat bad deeds have Mumbaikars done to deserve such a traffic department,1
"The Coastal Road Project will transform #Mumbai forever! Some beautiful drone shots of the same.

The phase 1 of the project will be opening this year itself!

@USER @USER @USER @USER @USER @USER @USER #Maharashtra HTTPURL",2
@USER We have better roads than Your Mumbai 🤪,1
"@USER In Mumbai, BEST strtd AC Volvo buses on long route n many people who cn afford a car switched to these buses. Once metro lines actually connect the IT hubs &amp; malls, ull see huge usage. We need infra tht addresses current needs. Which IT hub in Pune will get metro in next 2 years?",0
Requesting.bmc ward H/E Mr satish badgire.snr encroachment officer vinay raut/tiwre .mumbai police vakola police station beat no 1.pi anil gavankar to remove this illegal eatry stall selling anda pav and bhurji pav on the open road on gas strove near public bridge HTTPURL,1
@USER Hello Mumbai police ! Sharing this image for safety reasons as i believe this beyond road limit. This image is taken in Masjid Bunder P.D. Mello road. HTTPURL,0
One of the best places to eat on #Mumbai- Ahmedabad Highway ! Great Non- Veg food and Parsi food !! #Travel #WednesdayMotivation HTTPURL,0
"@USER @USER @USER Wha kya baat hai miya....

Mumbai ko kya ho gaya hai...

Mumbai traffic police used to be the best in the country &amp; their strict implimentation of traffic rules, was an example fr other cities.",1
